CSV Line for;VREG-SO235-X-KAP2112K-V33D;SMD (SOT-23-5) AP2112K Voltage Regulator 3.3v
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM;
"VREG";"SO235";"X";"KAP2112K";"V33D";"VREG-SO235-X-KAP2112K-V33D";"VR211223533";"SMD (SOT-23-5) AP2112K Voltage Regulator 3.3v";;;;;;;;;;;;;;;;;;;;"{'PROJECT': 'PROJ-ADAF-1231-STAN-01', 'ID': 'U2'}";;
