CSV Line for;HEAD-I01-X-PI05-01;2.54 mm 5 Pin Header
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM;
"HEAD";"I01";"X";"PI05";"01";"HEAD-I01-X-PI05-01";"H5";"2.54 mm 5 Pin Header";;;;;;;;;;;;;"FOOTPRINT-kicad-kicad-footprints-Connector_PinHeader_2.54mm-PinHeader_1x05_P2.54mm_Vertical";;"SYMBOL-kicad-kicad-symbols-Connector-Conn_01x05_Male";;;;;"{'PROJECT': 'PROJ-ADAF-0466-STAN-01', 'ID': 'JP1'}";;
