CSV Line for;HEAD-I01-X-PI2X04-SHRO;2.54 mm 8 Pin (2x4) Header Shrouded (IDC)
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM;
"HEAD";"I01";"X";"PI2X04";"SHRO";"HEAD-I01-X-PI2X04-SHRO";"H2X4SH";"2.54 mm 8 Pin (2x4) Header Shrouded (IDC)";;;;;;;;;;;;;"FOOTPRINT-kicad-kicad-footprints-Connector_IDC-IDC-Header_2x04_P2.54mm_Vertical";;;;;;;;;
