CSV Line for;VREG-SO235-X-KMIC5225-V33D;SMD (SOT-23-5) MIC5225 Voltage Regulator 3.3v
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM;
"VREG";"SO235";"X";"KMIC5225";"V33D";"VREG-SO235-X-KMIC5225-V33D";"VR522523533";"SMD (SOT-23-5) MIC5225 Voltage Regulator 3.3v";;;;;;;;;;;;;;;;;;;;;;"{'PROJECT': 'PROJ-ADAF-0512-STAN-01', 'ID': 'U4'}";;
