CSV Line for;HEAD-I01-X-PI2X06-SHRO;2.54 mm 12 Pin (2x6) Header Shrouded (IDC)
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM;
"HEAD";"I01";"X";"PI2X06";"SHRO";"HEAD-I01-X-PI2X06-SHRO";"H2X6SH";"2.54 mm 12 Pin (2x6) Header Shrouded (IDC)";;;;;;;;;;;;;"FOOTPRINT-kicad-kicad-footprints-Connector_IDC-IDC-Header_2x06_P2.54mm_Vertical";;;;;;;;;;;
